"Mineral Name","IMA Chemistry (plain)","IMA Chemistry (concise)"
"Aradite","BaCa6[(SiO4)(VO4)](VO4)2F","BaCa_6_[(SiO_4_)(VO_4_)](VO_4_)_2_F"
"Aragonite","Ca(CO3)","Ca(CO_3_)"
"Arakiite","ZnMn2+12Fe3+2(As3+O3)(As5+O4)2(OH)23","ZnMn^2+^_12_Fe^3+^_2_(As^3+^O_3_)(As^5+^O_4_)_2_(OH)_23_"
"Aramayoite","Ag3Sb2(Bi,Sb)S6","Ag_3_Sb_2_(Bi,Sb)S_6_"
"Arangasite","Al2(SO4)(PO4)F·9H2O","Al_2_(SO_4_)(PO_4_)F·9H_2_O"
"Arapovite","(K1-x[box]x)(Ca,Na)2U4+Si8O20 [x ≈ 0.5]","(K_1-x_[box]_x_)(Ca,Na)_2_U^4+^Si_8_O_20_ [x ≈ 0.5]"
"Aravaipaite","Pb3AlF9·H2O","Pb_3_AlF_9_·H_2_O"
"Aravaite","Ba2Ca18(SiO4)6(PO4)3(CO3)F3O","Ba_2_Ca_18_(SiO_4_)_6_(PO_4_)_3_(CO_3_)F_3_O"
"Arcanite","K2(SO4)","K_2_(SO_4_)"
"Archerite","H2K(PO4)","H_2_K(PO_4_)"
"Arctite","(Na5Ca)Ca6Ba(PO4)6F3","(Na_5_Ca)Ca_6_Ba(PO_4_)_6_F_3_"
"Arcubisite","Ag6CuBiS4","Ag_6_CuBiS_4_"
"Ardaite","Pb17Sb15S35Cl9","Pb_17_Sb_15_S_35_Cl_9_"
"Ardealite","Ca2(PO3OH)(SO4)·4H2O","Ca_2_(PO_3_OH)(SO_4_)·4H_2_O"
"Ardennite-(As)","Mn2+4Al4(AlMg)(AsO4)(SiO4)2(Si3O10)(OH)6","Mn^2+^_4_Al_4_(AlMg)(AsO_4_)(SiO_4_)_2_(Si_3_O_10_)(OH)_6_"
"Ardennite-(V)","Mn2+4Al4(AlMg)(VO4)(SiO4)2(Si3O10)(OH)6","Mn^2+^_4_Al_4_(AlMg)(VO_4_)(SiO_4_)_2_(Si_3_O_10_)(OH)_6_"
"Arfvedsonite","NaNa2(Fe2+4Fe3+)Si8O22(OH)2","NaNa_2_(Fe^2+^_4_Fe^3+^)Si_8_O_22_(OH)_2_"
"Argandite","Mn7(VO4)2(OH)8","Mn_7_(VO_4_)_2_(OH)_8_"
"Argentobaumhauerite","Ag1.5Pb22As33.5S72","Ag_1.5_Pb_22_As_33.5_S_72_"
"Argentodufrénoysite","Ag3Pb26As35S80","Ag_3_Pb_26_As_35_S_80_"
"Argentojarosite","AgFe3+3(SO4)2(OH)6","AgFe^3+^_3_(SO_4_)_2_(OH)_6_"
"Argentoliveingite","AgxPb40-2xAs48+xS112 (3 < x < 4)","Ag_x_Pb_40-2x_As_48+x_S_112_ (3 < x < 4)"
"Argentopearceite","Ag16As2S11","Ag_16_As_2_S_11_"
"Argentopentlandite","Ag(Fe,Ni)8S8","Ag(Fe,Ni)_8_S_8_"
"Argentopolybasite","Ag16Sb2S11","Ag_16_Sb_2_S_11_"
"Argentopyrite","AgFe2S3","AgFe_2_S_3_"
"Argentotennantite-(Zn)","Ag6(Cu4Zn2)As4S13","Ag_6_(Cu_4_Zn_2_)As_4_S_13_"
"Argentotetrahedrite-(Cd)","Ag6(Cu4Cd2)Sb4S13","Ag_6_(Cu_4_Cd_2_)Sb_4_S_13_"
"Argentotetrahedrite-(Fe)","Ag6(Cu4Fe2)Sb4S13","Ag_6_(Cu_4_Fe_2_)Sb_4_S_13_"
"Argentotetrahedrite-(Hg)","Ag6(Cu4Hg2)Sb4S13","Ag_6_(Cu_4_Hg_2_)Sb_4_S_13_"
"Argentotetrahedrite-(Zn)","Ag6(Cu4Zn2)Sb4S13","Ag_6_(Cu_4_Zn_2_)Sb_4_S_13_"
"Argesite","(NH4)7Bi3Cl16","(NH_4_)_7_Bi_3_Cl_16_"
"Argutite","GeO2","GeO_2_"
"Argyrodite","Ag8GeS6","Ag_8_GeS_6_"
"Arhbarite","Cu2Mg(AsO4)(OH)3","Cu_2_Mg(AsO_4_)(OH)_3_"
"Ariegilatite","BaCa12(SiO4)4(PO4)2F2O","BaCa_12_(SiO_4_)_4_(PO_4_)_2_F_2_O"
"Arisite-(Ce)","NaCe2(CO3)2[F2x(CO3)1-x]F","NaCe_2_(CO_3_)_2_[F_2x_(CO_3_)_1-x_]F"
"Arisite-(La)","NaLa2(CO3)2[F2x(CO3)1-x]F","NaLa_2_(CO_3_)_2_[F_2x_(CO_3_)_1-x_]F"
"Aristarainite","Na2Mg[B6O8(OH)4]2·4H2O","Na_2_Mg[B_6_O_8_(OH)_4_]_2_·4H_2_O"
"Armalcolite","(Mg,Fe2+)Ti2O5","(Mg,Fe^2+^)Ti_2_O_5_"
"Armangite","Mn2+26[As3+6(OH)4O14][As3+6O18]2(CO3)","Mn^2+^_26_[As^3+^_6_(OH)_4_O_14_][As^3+^_6_O_18_]_2_(CO_3_)"
"Armbrusterite","Na6K5Mn3+Mn2+14(Si9O22)4(OH)10·4H2O","Na_6_K_5_Mn^3+^Mn^2+^_14_(Si_9_O_22_)_4_(OH)_10_·4H_2_O"
"Armellinoite-(Ce)","Ca4Ce4+(AsO4)4·H2O","Ca_4_Ce^4+^(AsO_4_)_4_·H_2_O"
"Armenite","BaCa2(Al6Si9)O30·2H2O","BaCa_2_(Al_6_Si_9_)O_30_·2H_2_O"
"Armstrongite","CaZr(Si6O15)·2H2O","CaZr(Si_6_O_15_)·2H_2_O"
"Arrheniusite-(Ce)","CaMg[(Ce7Y3)Ca5](SiO4)3(Si3B3O18)(AsO4)(BO3)F11","CaMg[(Ce_7_Y_3_)Ca_5_](SiO_4_)_3_(Si_3_B_3_O_18_)(AsO_4_)(BO_3_)F_11_"
"Arrojadite-(BaNa)","BaNa3(NaCa)Fe2+13Al(PO4)11(PO3OH)(OH)2","BaNa_3_(NaCa)Fe^2+^_13_Al(PO_4_)_11_(PO_3_OH)(OH)_2_"
"Arrojadite-(KFe)","(KNa)Fe2+(CaNa2)Fe2+13Al(PO4)11(PO3OH)(OH)2","(KNa)Fe^2+^(CaNa_2_)Fe^2+^_13_Al(PO_4_)_11_(PO_3_OH)(OH)_2_"
"Arrojadite-(KNa)","KNa3(CaNa2)Fe2+13Al(PO4)11(PO3OH)(OH)2","KNa_3_(CaNa_2_)Fe^2+^_13_Al(PO_4_)_11_(PO_3_OH)(OH)_2_"
"Arrojadite-(PbFe)","PbFe2+(CaNa2)Fe2+13Al(PO4)11(PO3OH)(OH)2","PbFe^2+^(CaNa_2_)Fe^2+^_13_Al(PO_4_)_11_(PO_3_OH)(OH)_2_"
"Arrojadite-(SrFe)","SrFe2+(CaNa2)Fe2+13Al(PO4)11(PO3OH)(OH)2","SrFe^2+^(CaNa_2_)Fe^2+^_13_Al(PO_4_)_11_(PO_3_OH)(OH)_2_"
"Arsenatrotitanite","NaTi(AsO4)O","NaTi(AsO_4_)O"
"Arsenbrackebuschite","Pb2(Fe3+,Zn)(AsO4)2(OH,H2O)","Pb_2_(Fe^3+^,Zn)(AsO_4_)_2_(OH,H_2_O)"
"Arsendescloizite","PbZn(AsO4)(OH)","PbZn(AsO_4_)(OH)"
"Arsenic","As","As"
"Arseniopleite","NaCaMnMn2(AsO4)3","NaCaMnMn_2_(AsO_4_)_3_"
"Arseniosiderite","Ca2Fe3+3O2(AsO4)3·3H2O","Ca_2_Fe^3+^_3_O_2_(AsO_4_)_3_·3H_2_O"
"Arsenmarcobaldiite","Pb12(As3.2Sb2.8)Σ6S21","Pb_12_(As_3.2_Sb_2.8_)_Σ6_S_21_"
"Arsenmedaite","Mn2+6As5+Si5O18(OH)","Mn^2+^_6_As^5+^Si_5_O_18_(OH)"
"Arsenoclasite","Mn2+5(AsO4)2(OH)4","Mn^2+^_5_(AsO_4_)_2_(OH)_4_"
"Arsenocrandallite","CaAl3(AsO4)(AsO3OH)(OH)6","CaAl_3_(AsO_4_)(AsO_3_OH)(OH)_6_"
"Arsenoflorencite-(Ce)","CeAl3(AsO4)2(OH)6","CeAl_3_(AsO_4_)_2_(OH)_6_"
"Arsenoflorencite-(La)","LaAl3(AsO4)2(OH)6","LaAl_3_(AsO_4_)_2_(OH)_6_"
"Arsenogoldfieldite","Cu6Cu6(As2Te2)S13","Cu_6_Cu_6_(As_2_Te_2_)S_13_"
"Arsenogorceixite","BaAl3(AsO4)(AsO3OH)(OH)6","BaAl_3_(AsO_4_)(AsO_3_OH)(OH)_6_"
"Arsenogoyazite","SrAl3(AsO4)(AsO3OH)(OH)6","SrAl_3_(AsO_4_)(AsO_3_OH)(OH)_6_"
"Arsenohauchecornite","Ni18Bi3AsS16","Ni_18_Bi_3_AsS_16_"
"Arsenohopeite","Zn3(AsO4)2·4H2O","Zn_3_(AsO_4_)_2_·4H_2_O"
"Arsenolamprite","As","As"
"Arsenolite","As2O3","As_2_O_3_"
"Arsenopalladinite","Pd8As3","Pd_8_As_3_"
"Arsenopyrite","FeAsS","FeAsS"
"Arsenotučekite","Ni18Sb3AsS16","Ni_18_Sb_3_AsS_16_"
"Arsenoústalečite","Cu6Cu6(As2Te2)Se13","Cu_6_Cu_6_(As_2_Te_2_)Se_13_"
"Arsenovanmeersscheite","U(UO2)3(AsO4)2(OH)6·4H2O","U(UO_2_)_3_(AsO_4_)_2_(OH)_6_·4H_2_O"
"Arsenoveszelyite","Cu2Zn(AsO4)(OH)3·2H2O","Cu_2_Zn(AsO_4_)(OH)_3_·2H_2_O"
"Arsenowagnerite","Mg2(AsO4)F","Mg_2_(AsO_4_)F"
"Arsenquatrandorite","Ag17.6Pb12.8Sb38.1As11.5S96","Ag_17.6_Pb_12.8_Sb_38.1_As_11.5_S_96_"
"Arsentsumebite","Pb2Cu(AsO4)(SO4)(OH)","Pb_2_Cu(AsO_4_)(SO_4_)(OH)"
"Arsenudinaite","NaMg4(AsO4)3","NaMg_4_(AsO_4_)_3_"
"Arsenuranospathite","Al(UO2)2(AsO4)2F·20H2O","Al(UO_2_)_2_(AsO_4_)_2_F·20H_2_O"
"Arsenuranylite","Ca(UO2)4(AsO4)2(OH)4·6H2O","Ca(UO_2_)_4_(AsO_4_)_2_(OH)_4_·6H_2_O"
"Arsiccioite","AgHg2TlAs2S6","AgHg_2_TlAs_2_S_6_"
"Arsmirandite","Na18Cu12Fe3+O8(AsO4)8Cl5","Na_18_Cu_12_Fe^3+^O_8_(AsO_4_)_8_Cl_5_"
"Arthurite","CuFe3+2(AsO4)2(OH)2·4H2O","CuFe^3+^_2_(AsO_4_)_2_(OH)_2_·4H_2_O"
"Artinite","Mg2(CO3)(OH)2·3H2O","Mg_2_(CO_3_)(OH)_2_·3H_2_O"
"Artroeite","PbAlF3(OH)2","PbAlF_3_(OH)_2_"
"Artsmithite","Hg1+4Al(PO4)1.74(OH)1.78","Hg^1+^_4_Al(PO_4_)_1.74_(OH)_1.78_"
"Arupite","Ni3(PO4)2·8H2O","Ni_3_(PO_4_)_2_·8H_2_O"
"Arzrunite","Pb2Cu4(SO4)(OH)4Cl6·2H2O","Pb_2_Cu_4_(SO_4_)(OH)_4_Cl_6_·2H_2_O"
"Asagiite","NiCu4(SO4)2(OH)6·6H2O","NiCu_4_(SO_4_)_2_(OH)_6_·6H_2_O"
"Asbecasite","Ca3TiAs6Be2Si2O20","Ca_3_TiAs_6_Be_2_Si_2_O_20_"
"Asbolane","Mn4+(O,OH)2·(Co,Ni,Mg,Ca)x(OH)2x·nH2O","Mn^4+^(O,OH)_2_·(Co,Ni,Mg,Ca)_x_(OH)_2x_·nH_2_O"
"Aschamalmite","Pb6-3xBi2+xS9","Pb_6-3x_Bi_2+x_S_9_"
"Ashburtonite","HCu4Pb4Si4O12(HCO3)4(OH)4Cl","HCu_4_Pb_4_Si_4_O_12_(HCO_3_)_4_(OH)_4_Cl"
"Ashcroftine-(Y)","K5Na5Y12Si28O70(OH)2(CO3)8·8H2O","K_5_Na_5_Y_12_Si_28_O_70_(OH)_2_(CO_3_)_8_·8H_2_O"
"Ashoverite","Zn(OH)2","Zn(OH)_2_"
"Asimowite","Fe2SiO4","Fe_2_SiO_4_"
"Asisite","Pb7SiO8Cl2","Pb_7_SiO_8_Cl_2_"
"Åskagenite-(Nd)","Mn2+Nd(Al2Fe3+)[Si2O7][SiO4]O2","Mn^2+^Nd(Al_2_Fe^3+^)[Si_2_O_7_][SiO_4_]O_2_"
"Aspedamite","[box]12(Fe3+,Fe2+)3Nb4[Th(Nb,Fe3+)12O42][(H2O),(OH)]12","[box]_12_(Fe^3+^,Fe^2+^)_3_Nb_4_[Th(Nb,Fe^3+^)_12_O_42_][(H_2_O),(OH)]_12_"
"Aspidolite","NaMg3(Si3Al)O10(OH)2","NaMg_3_(Si_3_Al)O_10_(OH)_2_"
"Asselbornite","Pb(UO2)4(BiO)3(AsO4)2(OH)7·4H2O","Pb(UO_2_)_4_(BiO)_3_(AsO_4_)_2_(OH)_7_·4H_2_O"
"Astrocyanite-(Ce)","Cu2Ce2(UO2)(CO3)5(OH)2·1.5H2O","Cu_2_Ce_2_(UO_2_)(CO_3_)_5_(OH)_2_·1.5H_2_O"
"Astrophyllite","K2NaFe2+7Ti2(Si4O12)2O2(OH)4F","K_2_NaFe^2+^_7_Ti_2_(Si_4_O_12_)_2_O_2_(OH)_4_F"
"Atacamite","Cu2Cl(OH)3","Cu_2_Cl(OH)_3_"
"Atelestite","Bi2O(AsO4)(OH)","Bi_2_O(AsO_4_)(OH)"
"Atelisite-(Y)","Y4Si3O8(OH)8","Y_4_Si_3_O_8_(OH)_8_"
"Atencioite","Ca2Fe2+3Mg2Be4(PO4)6(OH)4·6H2O","Ca_2_Fe^2+^_3_Mg_2_Be_4_(PO_4_)_6_(OH)_4_·6H_2_O"
"Athabascaite","Cu5Se4","Cu_5_Se_4_"
"Atheneite","Pd2(As0.75Hg0.25)","Pd_2_(As_0.75_Hg_0.25_)"
"Atlasovite","Cu2+6Fe3+Bi3+O4(SO4)5·KCl","Cu^2+^_6_Fe^3+^Bi^3+^O_4_(SO_4_)_5_·KCl"
"Atokite","Pd3Sn","Pd_3_Sn"
"Attakolite","CaMn2+Al4(HSiO4)(PO4)3(OH)4","CaMn^2+^Al_4_(HSiO_4_)(PO_4_)_3_(OH)_4_"
"Attikaite","Ca3Cu2Al2(AsO4)4(OH)4·2H2O","Ca_3_Cu_2_Al_2_(AsO_4_)_4_(OH)_4_·2H_2_O"
"Aubertite","Cu2+Al(SO4)2Cl·14H2O","Cu^2+^Al(SO_4_)_2_Cl·14H_2_O"
"Auerbakhite","MnTl2As2S5","MnTl_2_As_2_S_5_"
"Augelite","Al2(PO4)(OH)3","Al_2_(PO_4_)(OH)_3_"
"Augite","(Ca,Mg,Fe)2Si2O6","(Ca,Mg,Fe)_2_Si_2_O_6_"
"Auriacusite","Fe3+Cu2+(AsO4)O","Fe^3+^Cu^2+^(AsO_4_)O"
"Aurichalcite","(Zn,Cu)5(CO3)2(OH)6","(Zn,Cu)_5_(CO_3_)_2_(OH)_6_"
"Auricupride","Cu3Au","Cu_3_Au"
"Aurihydrargyrumite","Au6Hg5","Au_6_Hg_5_"
"Aurivilliusite","Hg1+Hg2+OI","Hg^1+^Hg^2+^OI"
"Aurorite","Mn2+Mn4+3O7·3H2O","Mn^2+^Mn^4+^_3_O_7_·3H_2_O"
"Auroselenide","AuSe","AuSe"
"Aurostibite","AuSb2","AuSb_2_"
"Austinite","CaZn(AsO4)(OH)","CaZn(AsO_4_)(OH)"
"Autunite","Ca(UO2)2(PO4)2·10-12H2O","Ca(UO_2_)_2_(PO_4_)_2_·10-12H_2_O"
"Avdeevite","NaAl4(Be5Li)(Si6O18)2(H2O)1-2","NaAl_4_(Be_5_Li)(Si_6_O_18_)_2_(H_2_O)_1-2_"
"Avdoninite","K2Cu5Cl8(OH)4·2H2O","K_2_Cu_5_Cl_8_(OH)_4_·2H_2_O"
"Averievite","Cu5O2(VO4)2·CuCl2","Cu_5_O_2_(VO_4_)_2_·CuCl_2_"
"Avicennite","Tl2O3","Tl_2_O_3_"
"Avogadrite","KBF4","KBF_4_"
"Awaruite","Ni3Fe","Ni_3_Fe"
"Axelite","Na14Cu7(AsO4)8F2Cl2","Na_14_Cu_7_(AsO_4_)_8_F_2_Cl_2_"
"Axinite-(Fe)","Ca4Fe2+2Al4[B2Si8O30](OH)2","Ca_4_Fe^2+^_2_Al_4_[B_2_Si_8_O_30_](OH)_2_"
"Axinite-(Mg)","Ca4Mg2Al4[B2Si8O30](OH)2","Ca_4_Mg_2_Al_4_[B_2_Si_8_O_30_](OH)_2_"
"Axinite-(Mn)","Ca4Mn2+2Al4[B2Si8O30](OH)2","Ca_4_Mn^2+^_2_Al_4_[B_2_Si_8_O_30_](OH)_2_"
"Azoproite","Mg2[(Ti,Mg),Fe3+]O2(BO3)","Mg_2_[(Ti,Mg),Fe^3+^]O_2_(BO_3_)"
"Azurite","Cu3(CO3)2(OH)2","Cu_3_(CO_3_)_2_(OH)_2_"
"Babánekite","Cu3(AsO4)2·8H2O","Cu_3_(AsO_4_)_2_·8H_2_O"
"Babefphite","BaBe(PO4)F","BaBe(PO_4_)F"
"Babingtonite","Ca2Fe2+Fe3+Si5O14(OH)","Ca_2_Fe^2+^Fe^3+^Si_5_O_14_(OH)"
"Babkinite","Pb2Bi2(S,Se)3","Pb_2_Bi_2_(S,Se)_3_"
"Backite","Pb2AlTeO6Cl","Pb_2_AlTeO_6_Cl"
"Badakhshanite-(Y)","Y2Mn4Al(Si2B7BeO24)","Y_2_Mn_4_Al(Si_2_B_7_BeO_24_)"
"Badalovite","NaNaMg(MgFe3+)(AsO4)3","NaNaMg(MgFe^3+^)(AsO_4_)_3_"
"Baddeleyite","ZrO2","ZrO_2_"
"Badengzhuite","TiP","TiP"
"Bafertisite","Ba2Fe2+4Ti2(Si2O7)2O2(OH)2F2","Ba_2_Fe^2+^_4_Ti_2_(Si_2_O_7_)_2_O_2_(OH)_2_F_2_"
"Baghdadite","Ca6Zr2(Si2O7)2O4","Ca_6_Zr_2_(Si_2_O_7_)_2_O_4_"
"Bahariyaite","KMnO4","KMnO_4_"
"Bahianite","Al5Sb5+3O14(OH)2","Al_5_Sb^5+^_3_O_14_(OH)_2_"
"Baiamareite","Ag4Pb12Fe4Sb20S48","Ag_4_Pb_12_Fe_4_Sb_20_S_48_"
"Baileychlore","(Zn,Fe2+,Al,Mg)6(Si,Al)4O10(OH)8","(Zn,Fe^2+^,Al,Mg)_6_(Si,Al)_4_O_10_(OH)_8_"
"Bainbridgeite-(NdCe)","Na2Ba2NdCe(CO3)6·3H2O","Na_2_Ba_2_NdCe(CO_3_)_6_·3H_2_O"
"Bainbridgeite-(YCe)","Na2Ba2YCe(CO3)6·3H2O","Na_2_Ba_2_YCe(CO_3_)_6_·3H_2_O"
"Bairdite","Pb2Cu2+4Te6+2O10(OH)2(SO4)·H2O","Pb_2_Cu^2+^_4_Te^6+^_2_O_10_(OH)_2_(SO_4_)·H_2_O"
"Bakakinite","Ca2V2O7","Ca_2_V_2_O_7_"
"Bakhchisaraitsevite","Na2Mg5(PO4)4·7H2O","Na_2_Mg_5_(PO_4_)_4_·7H_2_O"
"Baksanite","Bi6Te2S3","Bi_6_Te_2_S_3_"
"Balangeroite","Mg21Si8O27(OH)20","Mg_21_Si_8_O_27_(OH)_20_"
"Balestraite","KLi2V5+Si4O12","KLi_2_V^5+^Si_4_O_12_"
"Balićžunićite","Bi2O(SO4)2","Bi_2_O(SO_4_)_2_"
"Balipholite","LiBaMg2Al3(Si2O6)2(OH)8","LiBaMg_2_Al_3_(Si_2_O_6_)_2_(OH)_8_"
"Balkanite","Ag5Cu9HgS8","Ag_5_Cu_9_HgS_8_"
"Balliranoite","(Na,K)6Ca2(Si6Al6O24)Cl2(CO3)","(Na,K)_6_Ca_2_(Si_6_Al_6_O_24_)Cl_2_(CO_3_)"
"Balyakinite","Cu2+(Te4+O3)","Cu^2+^(Te^4+^O_3_)"
"Bambollaite","Cu(Se,Te)2","Cu(Se,Te)_2_"
"Bamfordite","Fe3+Mo2O6(OH)3·H2O","Fe^3+^Mo_2_O_6_(OH)_3_·H_2_O"
"Banalsite","Na2BaAl4Si4O16","Na_2_BaAl_4_Si_4_O_16_"
"Bandylite","CuB(OH)4Cl","CuB(OH)_4_Cl"
"Bannermanite","(Na,K)xV4+xV5+6-xO15 (0.5<x<0.9)","(Na,K)_x_V^4+^_x_V^5+^_6-x_O_15_ (0.5<x<0.9)"
"Bannisterite","(Ca,K,Na)(Mn2+,Fe2+)10(Si,Al)16O38(OH)8·nH2O","(Ca,K,Na)(Mn^2+^,Fe^2+^)_10_(Si,Al)_16_O_38_(OH)_8_·nH_2_O"
"Baotite","Ba4(Ti,Nb,W)8O16(SiO3)4Cl","Ba_4_(Ti,Nb,W)_8_O_16_(SiO_3_)_4_Cl"
"Barahonaite-(Al)","(Ca,Cu,Na,Fe3+,Al)12Al2(AsO4)8(OH,Cl)x·nH2O","(Ca,Cu,Na,Fe^3+^,Al)_12_Al_2_(AsO_4_)_8_(OH,Cl)_x_·nH_2_O"
"Barahonaite-(Fe)","(Ca,Cu,Na,Fe3+,Al)12Fe3+2(AsO4)8(OH,Cl)x·nH2O","(Ca,Cu,Na,Fe^3+^,Al)_12_Fe^3+^_2_(AsO_4_)_8_(OH,Cl)_x_·nH_2_O"
"Bararite","(NH4)2SiF6","(NH_4_)_2_SiF_6_"
"Baratovite","KLi3Ca7Ti2(SiO3)12F2","KLi_3_Ca_7_Ti_2_(SiO_3_)_12_F_2_"
"Barberiite","(NH4)BF4","(NH_4_)BF_4_"
"Barbosalite","Fe2+Fe3+2(PO4)2(OH)2","Fe^2+^Fe^3+^_2_(PO_4_)_2_(OH)_2_"
"Barentsite","Na7Al(HCO3)2(CO3)2F4","Na_7_Al(HCO_3_)_2_(CO_3_)_2_F_4_"
"Bariandite","Al0.6(V5+,V4+)8O20·9H2O","Al_0.6_(V^5+^,V^4+^)_8_O_20_·9H_2_O"
"Barićite","(Mg,Fe)3(PO4)2·8H2O","(Mg,Fe)_3_(PO_4_)_2_·8H_2_O"
"Barikaite","Ag3Pb10(Sb8As11)Σ19S40","Ag_3_Pb_10_(Sb_8_As_11_)_Σ19_S_40_"
"Barioferrite","BaFe3+12O19","BaFe^3+^_12_O_19_"
"Bario-olgite","Na(Na,Sr,Ce)2Ba(PO4)2","Na(Na,Sr,Ce)_2_Ba(PO_4_)_2_"
"Bario-orthojoaquinite","Ba4Fe2+2Ti2O2(SiO3)8·H2O","Ba_4_Fe^2+^_2_Ti_2_O_2_(SiO_3_)_8_·H_2_O"
"Barioperovskite","BaTiO3","BaTiO_3_"
"Bariopharmacoalumite","Ba0.5Al4[(AsO4)3(OH)4]·4H2O","Ba_0.5_Al_4_[(AsO_4_)_3_(OH)_4_]·4H_2_O"
"Bariopharmacosiderite","Ba0.5Fe3+4(AsO4)3(OH)4·5H2O","Ba_0.5_Fe^3+^_4_(AsO_4_)_3_(OH)_4_·5H_2_O"
"Bariosincosite","Ba(VO)2(PO4)2·4H2O","Ba(VO)_2_(PO_4_)_2_·4H_2_O"
"Barlowite","Cu4BrF(OH)6","Cu_4_BrF(OH)_6_"
"Barnesite","Na2V5+6O16·3H2O","Na_2_V^5+^_6_O_16_·3H_2_O"
"Barquillite","Cu2(Cd,Fe)GeS4","Cu_2_(Cd,Fe)GeS_4_"
"Barrerite","Na2(Si7Al2)O18·6H2O","Na_2_(Si_7_Al_2_)O_18_·6H_2_O"
"Barringerite","(Fe,Ni)2P","(Fe,Ni)_2_P"
"Barroisite","[box](NaCa)(Mg3Al2)(Si7Al)O22(OH)2","[box](NaCa)(Mg_3_Al_2_)(Si_7_Al)O_22_(OH)_2_"
"Barrotite","Cu9Al(HSiO4)2[(SO4)(HAsO4)0.5](OH)12·8H2O","Cu_9_Al(HSiO_4_)_2_[(SO_4_)(HAsO_4_)_0.5_](OH)_12_·8H_2_O"
"Barrydawsonite-(Y)","Na1.5Y0.5CaSi3O9H","Na_1.5_Y_0.5_CaSi_3_O_9_H"
"Barstowite","Pb4(CO3)Cl6·H2O","Pb_4_(CO_3_)Cl_6_·H_2_O"
"Bartelkeite","PbFe2+Ge(Ge2O7)(OH)2·H2O","PbFe^2+^Ge(Ge_2_O_7_)(OH)_2_·H_2_O"
"Bartonite","K6Fe20S26S","K_6_Fe_20_S_26_S"
"Barwoodite","Mn2+6(Nb5+,[box])2(SiO4)2(O,OH)6","Mn^2+^_6_(Nb^5+^,[box])_2_(SiO_4_)_2_(O,OH)_6_"
"Barylite","BaBe2Si2O7","BaBe_2_Si_2_O_7_"
"Barysilite","Pb8Mn(Si2O7)3","Pb_8_Mn(Si_2_O_7_)_3_"
"Baryte","Ba(SO4)","Ba(SO_4_)"
"Barytocalcite","BaCa(CO3)2","BaCa(CO_3_)_2_"
"Barytolamprophyllite","(BaK)Ti2Na3Ti(Si2O7)2O2(OH)2","(BaK)Ti_2_Na_3_Ti(Si_2_O_7_)_2_O_2_(OH)_2_"
"Bassanite","Ca(SO4)·0.5H2O","Ca(SO_4_)·0.5H_2_O"
"Bassetite","Fe2+(UO2)2(PO4)2(H2O)10","Fe^2+^(UO_2_)_2_(PO_4_)_2_(H_2_O)_10_"
"Bassoite","SrV4+3O7·4H2O","SrV^4+^_3_O_7_·4H_2_O"
"Bastnäsite-(Ce)","Ce(CO3)F","Ce(CO_3_)F"
"Bastnäsite-(La)","La(CO3)F","La(CO_3_)F"
"Bastnäsite-(Nd)","Nd(CO3)F","Nd(CO_3_)F"
"Bastnäsite-(Y)","Y(CO3)F","Y(CO_3_)F"
"Batagayite","CaZn2(Zn,Cu)6(PO4)4[PO3(OH)]3·12H2O","CaZn_2_(Zn,Cu)_6_(PO_4_)_4_[PO_3_(OH)]_3_·12H_2_O"
"Batievaite-(Y)","Ca2Y2[(H2O)2[box]]Ti(Si2O7)2(OH)2(H2O)2","Ca_2_Y_2_[(H_2_O)_2_[box]]Ti(Si_2_O_7_)_2_(OH)_2_(H_2_O)_2_"
"Batiferrite","BaTi2Fe3+8Fe2+2O19","BaTi_2_Fe^3+^_8_Fe^2+^_2_O_19_"
"Batisite","Na2BaTi2O2(Si2O6)2","Na_2_BaTi_2_O_2_(Si_2_O_6_)_2_"
"Batisivite","BaTi6(V,Cr)8(Si2O7)O22","BaTi_6_(V,Cr)_8_(Si_2_O_7_)O_22_"
"Batoniite","Al8(SO4)5(OH)14(H2O)18·5H2O","Al_8_(SO_4_)_5_(OH)_14_(H_2_O)_18_·5H_2_O"
"Baumhauerite","Pb12As16S36","Pb_12_As_16_S_36_"
"Baumhauerite II","Pb3As4S9","Pb_3_As_4_S_9_"
"Baumoite","Ba0.5[(UO2)3O8Mo2(OH)3](H2O)3","Ba_0.5_[(UO_2_)_3_O_8_Mo_2_(OH)_3_](H_2_O)_3_"
"Baumstarkite","Ag3Sb3S6","Ag_3_Sb_3_S_6_"
"Bauranoite","BaU2O7·4-5H2O","BaU_2_O_7_·4-5H_2_O"
"Bavenite","Ca4Be2+xAl2-xSi9O26-x(OH)2+x (x = 0 to 1)","Ca_4_Be_2+x_Al_2-x_Si_9_O_26-x_(OH)_2+x_ (x = 0 to 1)"
"Bavsiite","Ba2V2O2[Si4O12]","Ba_2_V_2_O_2_[Si_4_O_12_]"
"Bayerite","Al(OH)3","Al(OH)_3_"
"Bayldonite","Cu3PbO(AsO3OH)2(OH)2","Cu_3_PbO(AsO_3_OH)_2_(OH)_2_"
"Bayleyite","Mg2(UO2)(CO3)3·18H2O","Mg_2_(UO_2_)(CO_3_)_3_·18H_2_O"
"Baylissite","K2Mg(CO3)2·4H2O","K_2_Mg(CO_3_)_2_·4H_2_O"
